,Unnamed: 0,Unnamed: 0.1,hs_code,Indent,Description,sc_names
1352,1352,1352,9506.62.40.80,4,Soccer balls,
1353,1353,1353,9506.62.80,3,Other,
1354,1354,1354,9506.62.80.20,4,Basketballs,
1355,1355,1355,9506.62.80.40,4,Volleyballs,
1356,1356,1356,9506.62.80.60,4,Other,
1357,1357,1357,9506.69,2,Other,
1358,1358,1358,9506.69.20,3,Baseballs && softballs,
1359,1359,1359,9506.69.20.40,4,Baseballs,
1360,1360,1360,9506.69.20.80,4,Softballs,
1361,1361,1361,9506.69.40.00,3,Noninflatable hollow balls not over 19 cm in diameter,
1362,1362,1362,9506.69.60,3,Other,
1363,1363,1363,9506.69.60.10,4,Polo balls,
1364,1364,1364,9506.69.60.20,4,Other,
1365,1365,1365,9506.70,1,Ice skates && roller skates &&  including skating boots with skates attached; parts && accessories thereof,
1366,1366,1366,9506.70.20,2,Roller skates && parts && accessories thereof,
1367,1367,1367,9506.70.20.10,3,Attached to boots,
1368,1368,1368,9506.70.20.90,3,Other,
1369,1369,1369,9506.70.40.00,2,Ice skates with footwear permanently attached,
1370,1370,1370,9506.70.60,2,Other &&  including parts && accessories for ice skates with footwear permanently attached,
1371,1371,1371,9506.70.60.40,3,Ice skates,
1372,1372,1372,9506.70.60.80,3,Parts && accessories,
1373,1373,1373,,1,Other,
1374,1374,1374,9506.91.00,2,Articles && equipment for general physical exercise &&  gymnastics or athletics; parts && accessories thereof,
1375,1375,1375,9506.91.00.10,3,Exercise cycles,
1376,1376,1376,9506.91.00.20,3,Exercise rowing machines,
1377,1377,1377,9506.91.00.30,3,Other,
1378,1378,1378,9506.99,2,Other,
1379,1379,1379,9506.99.05,3,Archery articles && equipment && parts && accessories thereof,
1380,1380,1380,9506.99.05.10,4,Bows && bow parts,
1381,1381,1381,9506.99.05.20,4,Arrows && arrow parts,
1382,1382,1382,9506.99.05.30,4,Other,
1383,1383,1383,,3,Badminton articles && equipment &&  except rackets &&  && parts && accessories thereof,
1384,1384,1384,9506.99.08.00,4,Nets of cotton,
1385,1385,1385,9506.99.12.00,4,Other,
1386,1386,1386,9506.99.15.00,3,Baseball articles && equipment &&  except balls &&  && parts && accessories thereof,
1387,1387,1387,9506.99.20.00,3,Football &&  soccer && polo articles && equip- ment &&  except balls &&  && parts && accessories thereof,
1388,1388,1388,9506.99.25,3,Ice-hockey && field-hockey articles && equipment &&  except balls && skates &&  && parts && accessories thereof,
1389,1389,1389,9506.99.25.40,4,Ice-hockey sticks,
1390,1390,1390,9506.99.25.80,4,Other &&  including parts && accessories,
1391,1391,1391,9506.99.28.00,3,Lacrosse sticks,
1392,1392,1392,9506.99.30.00,3,Lawn-tennis articles && equipment &&  except balls && rackets &&  && parts && accessories thereof,
1393,1393,1393,9506.99.35.00,3,Skeet targets,
1394,1394,1394,,3,Sleds &&  bobsleds &&  toboggans && the like && parts && accessories thereof,
1395,1395,1395,9506.99.40.00,4,Toboggans; bobsleds && luges of a kind used in international competition,
1396,1396,1396,9506.99.45.00,4,Other &&  including parts && accessories,
1397,1397,1397,9506.99.50.00,3,Snowshoes && parts && accessories thereof,
1398,1398,1398,9506.99.55.00,3,Swimming pools && wading pools && parts && accessories thereof,
1399,1399,1399,9506.99.60,3,Other,
1400,1400,1400,9506.99.60.40,4,Nets not elsewhere specified or included,
1401,1401,1401,9506.99.60.80,4,Other,
1402,1402,1402,9507,0,"Fishing rods &&  fish hooks && other line fishing tackle; fish landing nets &&  butterfly nets && similar nets; decoy ""birds"" (other than those of heading 9208 or 9705) && similar hunting or shooting equipment; parts && accessories thereof",
1403,1403,1403,9507.10.00,1,Fishing rods && parts && accessories thereof,
1404,1404,1404,9507.10.00.40,2,Fishing rods,
1405,1405,1405,9507.10.00.80,2,Parts && accessories,
1406,1406,1406,9507.20,1,Fish hooks &&  whether or not snelled,
1407,1407,1407,9507.20.40.00,2,Snelled hooks,
1408,1408,1408,9507.20.80.00,2,Other,
1409,1409,1409,9507.30,1,Fishing reels && parts && accessories thereof,
1410,1410,1410,,2,Fishing reels,
1411,1411,1411,9507.30.20.00,3,Valued not over $2.70 each,
1412,1412,1412,9507.30.40.00,3,Valued over $2.70 but not over $8.45 each,
1413,1413,1413,9507.30.60.00,3,Valued over $8.45 each,
1414,1414,1414,9507.30.80.00,2,Parts && accessories,
1415,1415,1415,9507.90,1,Other,
1416,1416,1416,9507.90.20.00,2,Fishing line put up && packaged for retail sale,
1417,1417,1417,9507.90.40.00,2,Fishing casts or leaders,
1418,1418,1418,9507.90.60.00,2,Fish landing nets &&  butterfly nets && similar nets,
1419,1419,1419,,2,Other &&  including parts && accessories,
1420,1420,1420,9507.90.70.00,3,Artificial baits && flies,
1421,1421,1421,9507.90.80.00,3,Other &&  including parts && accessories,
1422,1422,1422,9508,0,Merry-go-rounds &&  boat-swings &&  shooting galleries && other fairground amusements; traveling circuses && traveling menageries; traveling theaters; parts && accessories thereof,
1423,1423,1423,9508.10.00.00,1,Traveling circuses && traveling menageries; parts && accessories,
1424,1424,1424,9508.90.00.00,1,Other,
