,Unnamed: 0.1,Unnamed: 0.1.1,hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw
585,585,585,4418.91.10.00,3,Drilled or notched lumber studs,,[ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ Of bamboo ] && [ Drilled or notched lumber studs ],shingle;floor panel;lumber stud;wood panel;bamboo;joinery;builder;carpentry;cellular wood;drill,shingles;beam;PRON frame;floor panel;door;concrete constructional;windows;window;threshold;assemble floor;french;constructional work;formwork;shuttering;post
586,586,586,4418.91.90,3,Other,,[ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ Of bamboo ] && [ ![ Drilled or notched lumber studs ] ] ],shingle;floor panel;wood panel;bamboo;joinery;builder;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
587,587,587,4418.91.90.05,4,Wood flooring,,[ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ Of bamboo ] && [ ![ Drilled or notched lumber studs ] ] ] && [ Wood flooring ],shingle;floor panel;wood floor;wood panel;bamboo;joinery;builder;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
588,588,588,,4,Other,,[ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ Of bamboo ] && [ ![ Drilled or notched lumber studs ] ] ] && [ ![ Wood flooring ] ] ],shingle;floor panel;wood panel;bamboo;joinery;builder;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;wood floor;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
589,589,589,4418.91.90.10,5,Arches &&  laminated,,[ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ Of bamboo ] && [ ![ Drilled or notched lumber studs ] ] ] && [ ![ Wood flooring ] ] ] && [ Arches &&  laminated ],shingle;floor panel;wood panel;bamboo;laminate;joinery;builder;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;wood floor;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
590,590,590,4418.91.90.20,5,Roof trusses,,[ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ Of bamboo ] && [ ![ Drilled or notched lumber studs ] ] ] && [ ![ Wood flooring ] ] ] && [ Roof trusses ],shingle;roof truss;floor panel;wood panel;bamboo;joinery;builder;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;wood floor;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
591,591,591,4418.91.90.40,5,Other fabricated structural wood members,,[ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ Of bamboo ] && [ ![ Drilled or notched lumber studs ] ] ] && [ ![ Wood flooring ] ] ] && [ Other fabricated structural wood members ],shingle;floor panel;fabricate structural;wood panel;structural wood;bamboo;joinery;builder;wood member;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;wood floor;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
592,592,592,4418.91.90.50,5,Prefabricated partitions && panels for buildings,,[ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ Of bamboo ] && [ ![ Drilled or notched lumber studs ] ] ] && [ ![ Wood flooring ] ] ] && [ Prefabricated partitions && panels for buildings ],shingle;floor panel;panel;wood panel;bamboo;prefabricated partition;joinery;builder;carpentry;building;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;wood floor;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
593,593,593,4418.91.90.95,5,Other,,[ [ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ Of bamboo ] && [ ![ Drilled or notched lumber studs ] ] ] && [ ![ Wood flooring ] ] ] && [ ![ Prefabricated partitions && panels for buildings ] && ![ Other fabricated structural wood members ] && ![ Roof trusses ] && ![ Arches &&  laminated ] ] ],shingle;floor panel;wood panel;bamboo;joinery;builder;carpentry;cellular wood,door;window;assemble floor;wood member;formwork;shuttering;post;shingles;PRON frame;lumber stud;panel;fabricate structural;structural wood;roof truss;wood floor;prefabricated partition;drill;beam;floor panel;windows;threshold;french;building;constructional work;concrete constructional
594,594,594,4418.99,2,Other,,[ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ ![ Of bamboo ] ] ],shingle;floor panel;wood panel;joinery;builder;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;door;concrete constructional;windows;window;bamboo;threshold;assemble floor;french;constructional work;formwork;shuttering;post
595,595,595,4418.99.10.00,3,Drilled or notched lumber studs,,[ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ ![ Of bamboo ] ] ] && [ Drilled or notched lumber studs ],shingle;floor panel;lumber stud;wood panel;joinery;builder;carpentry;cellular wood;drill,shingles;beam;PRON frame;floor panel;door;concrete constructional;windows;window;bamboo;threshold;assemble floor;french;constructional work;formwork;shuttering;post
596,596,596,4418.99.90,3,Other,,[ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ ![ Of bamboo ] ] ] && [ ![ Drilled or notched lumber studs ] ] ],shingle;floor panel;wood panel;joinery;builder;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;bamboo;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
597,597,597,4418.99.90.05,4,Wood flooring,,[ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ ![ Of bamboo ] ] ] && [ ![ Drilled or notched lumber studs ] ] ] && [ Wood flooring ],shingle;floor panel;wood floor;wood panel;joinery;builder;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;bamboo;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
598,598,598,,4,Other,,[ [ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ ![ Of bamboo ] ] ] && [ ![ Drilled or notched lumber studs ] ] ] && [ ![ Wood flooring ] ] ],shingle;floor panel;wood panel;joinery;builder;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;wood floor;bamboo;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
599,599,599,4418.99.90.10,5,Arches &&  laminated,,[ [ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ ![ Of bamboo ] ] ] && [ ![ Drilled or notched lumber studs ] ] ] && [ ![ Wood flooring ] ] ] && [ Arches &&  laminated ],shingle;floor panel;wood panel;laminate;joinery;builder;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;wood floor;bamboo;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
600,600,600,4418.99.90.20,5,Roof trusses,,[ [ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ ![ Of bamboo ] ] ] && [ ![ Drilled or notched lumber studs ] ] ] && [ ![ Wood flooring ] ] ] && [ Roof trusses ],shingle;roof truss;floor panel;wood panel;joinery;builder;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;wood floor;bamboo;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
601,601,601,4418.99.90.40,5,Other fabricated structural wood members,,[ [ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ ![ Of bamboo ] ] ] && [ ![ Drilled or notched lumber studs ] ] ] && [ ![ Wood flooring ] ] ] && [ Other fabricated structural wood members ],shingle;floor panel;fabricate structural;wood panel;structural wood;joinery;builder;wood member;carpentry;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;wood floor;bamboo;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
602,602,602,4418.99.90.50,5,Prefabricated partitions && panels for buildings,,[ [ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ ![ Of bamboo ] ] ] && [ ![ Drilled or notched lumber studs ] ] ] && [ ![ Wood flooring ] ] ] && [ Prefabricated partitions && panels for buildings ],shingle;floor panel;panel;wood panel;prefabricated partition;joinery;builder;carpentry;building;cellular wood,shingles;beam;PRON frame;floor panel;lumber stud;door;concrete constructional;windows;window;wood floor;bamboo;threshold;assemble floor;drill;french;constructional work;formwork;shuttering;post
603,603,603,4418.99.90.95,5,Other,,[ [ [ [ [ [ Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes ] && [ ![ Assembled flooring panels ] && ![ Posts && beams ] && ![ Shingles && shakes ] && ![ Formwork (shuttering) for concrete constructional work ] && ![ Doors && their frames && thresholds ] && ![ Windows &&  French-windows && their frames ] ] ] && [ ![ Of bamboo ] ] ] && [ ![ Drilled or notched lumber studs ] ] ] && [ ![ Wood flooring ] ] ] && [ ![ Prefabricated partitions && panels for buildings ] && ![ Other fabricated structural wood members ] && ![ Roof trusses ] && ![ Arches &&  laminated ] ] ],shingle;floor panel;wood panel;joinery;builder;carpentry;cellular wood,door;window;assemble floor;wood member;formwork;shuttering;post;shingles;PRON frame;lumber stud;panel;fabricate structural;structural wood;roof truss;wood floor;prefabricated partition;drill;beam;floor panel;windows;bamboo;threshold;french;building;constructional work;concrete constructional
604,604,604,4419,0,Tableware && kitchenware &&  of wood,,[ Tableware && kitchenware &&  of wood ],kitchenware;tableware;wood,
605,605,605,,1,Of bamboo,,[ Tableware && kitchenware &&  of wood ] && [ Of bamboo ],kitchenware;tableware;bamboo;wood,
606,606,606,4419.11.00.00,2,Bread boards &&  chopping boards && similar boards,,[ Tableware && kitchenware &&  of wood ] && [ Of bamboo ] && [ Bread boards &&  chopping boards && similar boards ],similar board;tableware;bamboo;kitchenware;wood;bread board,
607,607,607,4419.12.00.00,2,Chopsticks,,[ Tableware && kitchenware &&  of wood ] && [ Of bamboo ] && [ Chopsticks ],chopstick;tableware;bamboo;kitchenware;wood,
608,608,608,4419.19,2,Other,,[ [ Tableware && kitchenware &&  of wood ] && [ Of bamboo ] && [ ![ Chopsticks ] && ![ Bread boards &&  chopping boards && similar boards ] ] ],kitchenware;tableware;bamboo;wood,similar board;bread board;chopstick
609,609,609,4419.19.10.00,3,Forks && spoons,,[ [ Tableware && kitchenware &&  of wood ] && [ Of bamboo ] && [ ![ Chopsticks ] && ![ Bread boards &&  chopping boards && similar boards ] ] ] && [ Forks && spoons ],spoon;tableware;bamboo;kitchenware;wood;forks,similar board;bread board;chopstick
610,610,610,4419.19.90.00,3,Other,,[ [ [ Tableware && kitchenware &&  of wood ] && [ Of bamboo ] && [ ![ Chopsticks ] && ![ Bread boards &&  chopping boards && similar boards ] ] ] && [ ![ Forks && spoons ] ] ],kitchenware;tableware;bamboo;wood,spoon;similar board;chopstick;bread board;forks
611,611,611,4419.90,1,Other,,[ [ Tableware && kitchenware &&  of wood ] && [ ![ Of bamboo ] ] ],kitchenware;tableware;wood,bamboo
612,612,612,4419.90.10.00,2,Forks && spoons,,[ [ Tableware && kitchenware &&  of wood ] && [ ![ Of bamboo ] ] ] && [ Forks && spoons ],spoon;tableware;kitchenware;wood;forks,bamboo
613,613,613,4419.90.90.00,2,Other,,[ [ [ Tableware && kitchenware &&  of wood ] && [ ![ Of bamboo ] ] ] && [ ![ Forks && spoons ] ] ],kitchenware;tableware;wood,bamboo;spoon;forks
614,614,614,4420,0,Wood marquetry && inlaid wood; caskets && cases for jewelry or cutlery && similar articles &&  of wood; statuettes && other ornaments &&  of wood; wooden articles of furniture not falling within chapter 94,,[ Wood marquetry && inlaid wood; caskets && cases for jewelry or cutlery && similar articles &&  of wood; statuettes && other ornaments &&  of wood; wooden articles of furniture not falling within chapter 94 ],case;similar article;casket;ornament;chapter;wooden article;inlaid wood;wood marquetry;statuette;furniture;cutlery;jewelry,
615,615,615,4420.10.00.00,1,Statuettes && other ornaments &&  of wood,,[ Wood marquetry && inlaid wood; caskets && cases for jewelry or cutlery && similar articles &&  of wood; statuettes && other ornaments &&  of wood; wooden articles of furniture not falling within chapter 94 ] && [ Statuettes && other ornaments &&  of wood ],case;similar article;statuettes;casket;ornament;chapter;wooden article;inlaid wood;wood marquetry;wood;statuette;furniture;cutlery;jewelry,
616,616,616,4420.90,1,Other,,[ [ Wood marquetry && inlaid wood; caskets && cases for jewelry or cutlery && similar articles &&  of wood; statuettes && other ornaments &&  of wood; wooden articles of furniture not falling within chapter 94 ] && [ ![ Statuettes && other ornaments &&  of wood ] ] ],case;similar article;casket;ornament;chapter;wooden article;inlaid wood;wood marquetry;statuette;furniture;cutlery;jewelry,ornament;statuettes;wood
617,617,617,,2,Jewelry boxes &&  silverware chests &&  cigar && cigarette boxes &&  microscope cases &&  tool or utensil cases && similar boxes &&  cases && chests &&  all the foregoing of wood,,[ [ Wood marquetry && inlaid wood; caskets && cases for jewelry or cutlery && similar articles &&  of wood; statuettes && other ornaments &&  of wood; wooden articles of furniture not falling within chapter 94 ] && [ ![ Statuettes && other ornaments &&  of wood ] ] ] && [ Jewelry boxes &&  silverware chests &&  cigar && cigarette boxes &&  microscope cases &&  tool or utensil cases && similar boxes &&  cases && chests &&  all the foregoing of wood ],case;similar box;casket;cigarette box;silverware chest;wood;furniture;jewelry;utensil case;foregoing;jewelry box;chapter;cutlery;microscope case;similar article;ornament;tool;wooden article;inlaid wood;wood marquetry;cigar;statuette,ornament;statuettes;wood
618,618,618,4420.90.20.00,3,Cigar && cigarette boxes,,[ [ Wood marquetry && inlaid wood; caskets && cases for jewelry or cutlery && similar articles &&  of wood; statuettes && other ornaments &&  of wood; wooden articles of furniture not falling within chapter 94 ] && [ ![ Statuettes && other ornaments &&  of wood ] ] ] && [ Jewelry boxes &&  silverware chests &&  cigar && cigarette boxes &&  microscope cases &&  tool or utensil cases && similar boxes &&  cases && chests &&  all the foregoing of wood ] && [ Cigar && cigarette boxes ],case;similar box;casket;cigarette box;silverware chest;wood;furniture;jewelry;utensil case;foregoing;jewelry box;chapter;cutlery;microscope case;similar article;ornament;tool;wooden article;inlaid wood;wood marquetry;cigar;statuette,ornament;statuettes;wood
619,619,619,,3,Other,,[ [ [ Wood marquetry && inlaid wood; caskets && cases for jewelry or cutlery && similar articles &&  of wood; statuettes && other ornaments &&  of wood; wooden articles of furniture not falling within chapter 94 ] && [ ![ Statuettes && other ornaments &&  of wood ] ] ] && [ Jewelry boxes &&  silverware chests &&  cigar && cigarette boxes &&  microscope cases &&  tool or utensil cases && similar boxes &&  cases && chests &&  all the foregoing of wood ] && [ ![ Cigar && cigarette boxes ] ] ],case;similar box;casket;cigarette box;silverware chest;wood;furniture;jewelry;utensil case;foregoing;jewelry box;chapter;cutlery;microscope case;similar article;ornament;tool;wooden article;inlaid wood;wood marquetry;cigar;statuette,statuettes;ornament;cigar;wood;cigarette box
620,620,620,4420.90.45.00,4,Not lined with textile fabrics,,[ [ [ Wood marquetry && inlaid wood; caskets && cases for jewelry or cutlery && similar articles &&  of wood; statuettes && other ornaments &&  of wood; wooden articles of furniture not falling within chapter 94 ] && [ ![ Statuettes && other ornaments &&  of wood ] ] ] && [ Jewelry boxes &&  silverware chests &&  cigar && cigarette boxes &&  microscope cases &&  tool or utensil cases && similar boxes &&  cases && chests &&  all the foregoing of wood ] && [ ![ Cigar && cigarette boxes ] ] ] && [ Not lined with textile fabrics ],case;similar box;casket;cigarette box;line;silverware chest;wood;furniture;jewelry;utensil case;foregoing;jewelry box;chapter;cutlery;microscope case;similar article;ornament;tool;wooden article;textile fabric;inlaid wood;wood marquetry;cigar;statuette,statuettes;ornament;cigar;wood;cigarette box
621,621,621,4420.90.65.00,4,Lined with textile fabrics,,[ [ [ Wood marquetry && inlaid wood; caskets && cases for jewelry or cutlery && similar articles &&  of wood; statuettes && other ornaments &&  of wood; wooden articles of furniture not falling within chapter 94 ] && [ ![ Statuettes && other ornaments &&  of wood ] ] ] && [ Jewelry boxes &&  silverware chests &&  cigar && cigarette boxes &&  microscope cases &&  tool or utensil cases && similar boxes &&  cases && chests &&  all the foregoing of wood ] && [ ![ Cigar && cigarette boxes ] ] ] && [ Lined with textile fabrics ],case;similar box;casket;cigarette box;line;silverware chest;wood;furniture;jewelry;utensil case;foregoing;jewelry box;chapter;cutlery;microscope case;similar article;ornament;tool;wooden article;textile fabric;inlaid wood;wood marquetry;cigar;statuette,statuettes;ornament;cigar;wood;cigarette box
622,622,622,4420.90.80.00,2,Other,,[ [ [ Wood marquetry && inlaid wood; caskets && cases for jewelry or cutlery && similar articles &&  of wood; statuettes && other ornaments &&  of wood; wooden articles of furniture not falling within chapter 94 ] && [ ![ Statuettes && other ornaments &&  of wood ] ] ] && [ ![ Jewelry boxes &&  silverware chests &&  cigar && cigarette boxes &&  microscope cases &&  tool or utensil cases && similar boxes &&  cases && chests &&  all the foregoing of wood ] ] ],case;similar article;casket;ornament;chapter;wooden article;inlaid wood;wood marquetry;statuette;furniture;cutlery;jewelry,similar box;statuettes;utensil case;foregoing;ornament;tool;silverware chest;wood;cigar;cigarette box;microscope case;jewelry box
623,623,623,4421,0,Other articles of wood,,[ Other articles of wood ],article;wood,
624,624,624,4421.10.00.00,1,Clothes hangers,,[ Other articles of wood ] && [ Clothes hangers ],article;clothes;wood,
625,625,625,,1,Other,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ],article;wood,clothes
626,626,626,4421.91,2,Of bamboo,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ],article;bamboo;wood,clothes
627,627,627,,3,Wood dowel pins,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Wood dowel pins ],dowel pin;article;bamboo;wood;wood dowel,clothes
628,628,628,4421.91.10.00,4,Plain,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Wood dowel pins ] && [ Plain ],dowel pin;article;bamboo;wood;plain;wood dowel,clothes
629,629,629,4421.91.20.00,4,Sanded &&  grooved or otherwise advanced in condition,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Wood dowel pins ] && [ Sanded &&  grooved or otherwise advanced in condition ],dowel pin;article;bamboo;condition;wood;wood dowel;groove,clothes
630,630,630,,3,Wood blinds &&  shutters &&  screens && shades &&  all the foregoing with or without their hardware,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Wood blinds &&  shutters &&  screens && shades &&  all the foregoing with or without their hardware ],shutter;PRON hardware;article;foregoing;bamboo;shade;screen;wood;wood blind,clothes
631,631,631,4421.91.30.00,4,Consisting of wooden frames in the center of which are fixed louver boards or slats &&  with or without their hardware,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Wood blinds &&  shutters &&  screens && shades &&  all the foregoing with or without their hardware ] && [ Consisting of wooden frames in the center of which are fixed louver boards or slats &&  with or without their hardware ],shutter;fix louver;PRON hardware;article;foregoing;slat;wooden frame;bamboo;shade;screen;louver board;center;wood;wood blind,clothes
632,632,632,4421.91.40.00,4,Other,,[ [ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Wood blinds &&  shutters &&  screens && shades &&  all the foregoing with or without their hardware ] && [ ![ Consisting of wooden frames in the center of which are fixed louver boards or slats &&  with or without their hardware ] ] ],shutter;PRON hardware;article;foregoing;bamboo;shade;screen;wood;wood blind,fix louver;slat;wooden frame;louver board;center;clothes;PRON hardware
633,633,633,,3,Toothpicks &&  skewers &&  candy sticks &&  ice cream sticks &&  tongue depressors &&  drink mixers && similar small wares,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Toothpicks &&  skewers &&  candy sticks &&  ice cream sticks &&  tongue depressors &&  drink mixers && similar small wares ],skewer;toothpicks;article;small ware;cream stick;bamboo;similar small;ice cream;tongue depressor;wood;mixer;candy stick,clothes
634,634,634,4421.91.50.00,4,Toothpicks,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Toothpicks &&  skewers &&  candy sticks &&  ice cream sticks &&  tongue depressors &&  drink mixers && similar small wares ] && [ Toothpicks ],skewer;toothpicks;article;small ware;cream stick;bamboo;similar small;ice cream;toothpick;tongue depressor;wood;mixer;candy stick,clothes
635,635,635,4421.91.60.00,4,Other,,[ [ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Toothpicks &&  skewers &&  candy sticks &&  ice cream sticks &&  tongue depressors &&  drink mixers && similar small wares ] && [ ![ Toothpicks ] ] ],skewer;toothpicks;article;small ware;cream stick;bamboo;similar small;ice cream;tongue depressor;wood;mixer;candy stick,clothes;toothpicks
636,636,636,4421.91.70,3,Pickets &&  palings &&  posts && rails &&  the foregoing which are sawn; assembled fence sections,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Pickets &&  palings &&  posts && rails &&  the foregoing which are sawn; assembled fence sections ],article;foregoing;bamboo;pickets;wood;paling;rail;fence section;post,clothes
637,637,637,4421.91.70.20,4,Assembled fence sections,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Pickets &&  palings &&  posts && rails &&  the foregoing which are sawn; assembled fence sections ] && [ Assembled fence sections ],article;foregoing;bamboo;pickets;wood;paling;rail;fence section;post,clothes
638,638,638,4421.91.70.40,4,Other,,[ [ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Pickets &&  palings &&  posts && rails &&  the foregoing which are sawn; assembled fence sections ] && [ ![ Assembled fence sections ] ] ],article;foregoing;bamboo;pickets;wood;paling;rail;fence section;post,fence section;clothes
639,639,639,,3,Clothespins,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Clothespins ],article;clothespin;bamboo;wood,clothes
640,640,640,4421.91.80,4,Spring-type,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Clothespins ] && [ Spring-type ],article;spring;clothespins;bamboo;wood;type,clothes
641,641,641,4421.91.80.24,5,Valued not over 80Â¢/gross,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Clothespins ] && [ Spring-type ] && [ Valued not over 80Â¢/gross ],article;spring;clothespins;bamboo;value;wood;type,clothes
642,642,642,4421.91.80.27,5,Valued over 80Â¢ but not over $1.35/gross,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Clothespins ] && [ Spring-type ] && [ Valued over 80Â¢ but not over $1.35/gross ],article;spring;clothespins;bamboo;value;wood;type,clothes
643,643,643,4421.91.80.30,5,Valued over $1.35 but not over $1.70/gross,,[ [ Other articles of wood ] && [ ![ Clothes hangers ] ] ] && [ Of bamboo ] && [ Clothespins ] && [ Spring-type ] && [ Valued over $1.35 but not over $1.70/gross ],article;spring;clothespins;bamboo;value;wood;type,clothes
