hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw,hscode_6
9405.20.60,3,Other,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Electric table &&  desk &&  bedside or floor-standing lamps ] && [ Of base metal ] && [ ![ Of brass ] ] ],light fitting;Lamps;nameplate;lamp;desk;bedside;base metal;fix light;sign;searchlight;spotlight;electric table;light source;like;floor,brass,940520
9405.20.60.10,4,Household,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Electric table &&  desk &&  bedside or floor-standing lamps ] && [ Of base metal ] && [ ![ Of brass ] ] ] && [ Household ],light fitting;Lamps;nameplate;lamp;desk;bedside;base metal;household;fix light;sign;searchlight;spotlight;electric table;light source;like;floor,brass,940520
9405.20.60.20,4,Other,,[ [ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Electric table &&  desk &&  bedside or floor-standing lamps ] && [ Of base metal ] && [ ![ Of brass ] ] ] && [ ![ Household ] ] ],light fitting;Lamps;nameplate;lamp;desk;bedside;base metal;fix light;sign;searchlight;spotlight;electric table;light source;like;floor,brass;household,940520
9405.20.80,2,Other,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Electric table &&  desk &&  bedside or floor-standing lamps ] && [ ![ Of base metal ] ] ],light fitting;Lamps;nameplate;lamp;desk;bedside;fix light;sign;searchlight;spotlight;electric table;light source;like;floor,base metal,940520
9405.20.80.10,3,Household,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Electric table &&  desk &&  bedside or floor-standing lamps ] && [ ![ Of base metal ] ] ] && [ Household ],light fitting;Lamps;nameplate;lamp;desk;bedside;household;fix light;sign;searchlight;spotlight;electric table;light source;like;floor,base metal,940520
9405.20.80.20,3,Other,,[ [ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Electric table &&  desk &&  bedside or floor-standing lamps ] && [ ![ Of base metal ] ] ] && [ ![ Household ] ] ],light fitting;Lamps;nameplate;lamp;desk;bedside;fix light;sign;searchlight;spotlight;electric table;light source;like;floor,household;base metal,940520
9405.30.00,1,Lighting sets of a kind used for Christmas trees,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Lighting sets of a kind used for Christmas trees ],kind use;light fitting;Christmas tree;Lamps;nameplate;fix light;sign;searchlight;spotlight;lighting set;light source;like,,940530
9405.30.00.10,2,Miniature series wired sets,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Lighting sets of a kind used for Christmas trees ] && [ Miniature series wired sets ],kind use;miniature series;light fitting;Christmas tree;Lamps;nameplate;series wire;fix light;sign;searchlight;spotlight;lighting set;light source;like,,940530
9405.30.00.40,2,Other,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Lighting sets of a kind used for Christmas trees ] && [ ![ Miniature series wired sets ] ] ],kind use;light fitting;Christmas tree;Lamps;nameplate;fix light;sign;searchlight;spotlight;lighting set;light source;like,miniature series;series wire,940530
9405.40,1,Other electric lamps && lighting fittings,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Other electric lamps && lighting fittings ],light fitting;electric lamp;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like,,940540
,2,Of base metal,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Other electric lamps && lighting fittings ] && [ Of base metal ],light fitting;electric lamp;Lamps;nameplate;base metal;fix light;sign;searchlight;spotlight;light source;like,,
9405.40.40.00,3,Of brass,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Other electric lamps && lighting fittings ] && [ Of base metal ] && [ Of brass ],light fitting;electric lamp;Lamps;nameplate;base metal;fix light;sign;searchlight;brass;spotlight;light source;like,,940540
9405.40.60.00,3,Other,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Other electric lamps && lighting fittings ] && [ Of base metal ] && [ ![ Of brass ] ] ],light fitting;electric lamp;Lamps;nameplate;base metal;fix light;sign;searchlight;spotlight;light source;like,brass,940540
,2,Other,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Other electric lamps && lighting fittings ] && [ ![ Of base metal ] ] ],light fitting;electric lamp;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like,base metal,
9405.40.82.00,3,Light-emitting diode (LED) backlights modules &&  the foregoing which are lighting sources that consist of one or more LEDs && one or more connectors && are mounted on a printed circuit or other similar substrate &&  && other passive components &&  whether or not combined with optical components or protective diodes &&  && used as backlights illumination for liquid crystal displays (LCDs),,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Other electric lamps && lighting fittings ] && [ ![ Of base metal ] ] ] && [ Light-emitting diode (LED) backlights modules &&  the foregoing which are lighting sources that consist of one or more LEDs && one or more connectors && are mounted on a printed circuit or other similar substrate &&  && other passive components &&  whether or not combined with optical components or protective diodes &&  && used as backlights illumination for liquid crystal displays (LCDs) ],light fitting;foregoing;print circuit;connector;spotlight;crystal display;use;electric lamp;emit diode;nameplate;passive component;fix light;sign;searchlight;light source;LCDs;similar substrate;mount;backlight module;Lamps;optical component;protective diode;backlight illumination;like;liquid crystal;LED,base metal,940540
9405.40.84,3,Other,,[ [ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Other electric lamps && lighting fittings ] && [ ![ Of base metal ] ] ] && [ ![ Light-emitting diode (LED) backlights modules &&  the foregoing which are lighting sources that consist of one or more LEDs && one or more connectors && are mounted on a printed circuit or other similar substrate &&  && other passive components &&  whether or not combined with optical components or protective diodes &&  && used as backlights illumination for liquid crystal displays (LCDs) ] ] ],light fitting;electric lamp;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like,foregoing;print circuit;similar substrate;use;mount;connector;emit diode;backlight module;optical component;base metal;protective diode;passive component;backlight illumination;crystal display;light source;liquid crystal;LCDs;LED,940540
9405.40.84.10,4,Other lighting sets,,[ [ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Other electric lamps && lighting fittings ] && [ ![ Of base metal ] ] ] && [ ![ Light-emitting diode (LED) backlights modules &&  the foregoing which are lighting sources that consist of one or more LEDs && one or more connectors && are mounted on a printed circuit or other similar substrate &&  && other passive components &&  whether or not combined with optical components or protective diodes &&  && used as backlights illumination for liquid crystal displays (LCDs) ] ] ] && [ Other lighting sets ],light fitting;electric lamp;Lamps;nameplate;fix light;sign;searchlight;spotlight;lighting set;light source;like,foregoing;print circuit;similar substrate;use;mount;connector;emit diode;backlight module;optical component;base metal;protective diode;passive component;backlight illumination;crystal display;light source;liquid crystal;LCDs;LED,940540
9405.40.84.40,4,Other,,[ [ [ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Other electric lamps && lighting fittings ] && [ ![ Of base metal ] ] ] && [ ![ Light-emitting diode (LED) backlights modules &&  the foregoing which are lighting sources that consist of one or more LEDs && one or more connectors && are mounted on a printed circuit or other similar substrate &&  && other passive components &&  whether or not combined with optical components or protective diodes &&  && used as backlights illumination for liquid crystal displays (LCDs) ] ] ] && [ ![ Other lighting sets ] ] ],light fitting;electric lamp;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like,foregoing;print circuit;similar substrate;use;mount;connector;emit diode;backlight module;optical component;base metal;protective diode;passive component;backlight illumination;lighting set;crystal display;light source;liquid crystal;LCDs;LED,940540
9405.50,1,Non-electrical lamps && lighting fittings,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Non-electrical lamps && lighting fittings ],light fitting;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like;electrical lamp;non,,940550
9405.50.20.00,2,Incandescent lamps designed to be operated by propane or other gas &&  or by compressed air && kerosene or gasoline,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Non-electrical lamps && lighting fittings ] && [ Incandescent lamps designed to be operated by propane or other gas &&  or by compressed air && kerosene or gasoline ],gasoline;kerosene;light fitting;lamp design;Lamps;nameplate;Incandescent lamp;fix light;sign;searchlight;compress air;spotlight;gas;propane;light source;like;electrical lamp;non,,940550
,2,Other,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Non-electrical lamps && lighting fittings ] && [ ![ Incandescent lamps designed to be operated by propane or other gas &&  or by compressed air && kerosene or gasoline ] ] ],light fitting;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like;electrical lamp;non,gasoline;kerosene;lamp design;compress air;gas;propane;incandescent lamp,
9405.50.30.00,3,Of brass,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Non-electrical lamps && lighting fittings ] && [ ![ Incandescent lamps designed to be operated by propane or other gas &&  or by compressed air && kerosene or gasoline ] ] ] && [ Of brass ],light fitting;Lamps;nameplate;fix light;sign;searchlight;brass;spotlight;light source;like;electrical lamp;non,gasoline;kerosene;lamp design;compress air;gas;propane;incandescent lamp,940550
9405.50.40.00,3,Other,,[ [ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Non-electrical lamps && lighting fittings ] && [ ![ Incandescent lamps designed to be operated by propane or other gas &&  or by compressed air && kerosene or gasoline ] ] ] && [ ![ Of brass ] ] ],light fitting;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like;electrical lamp;non,gasoline;kerosene;lamp design;compress air;brass;gas;propane;incandescent lamp,940550
9405.60,1,Illuminated signs &&  illuminated nameplates && the like,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Illuminated signs &&  illuminated nameplates && the like ],light fitting;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like,,940560
,2,Of base metal,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Illuminated signs &&  illuminated nameplates && the like ] && [ Of base metal ],light fitting;Lamps;nameplate;base metal;fix light;sign;searchlight;spotlight;light source;like,,
9405.60.20.00,3,Of brass,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Illuminated signs &&  illuminated nameplates && the like ] && [ Of base metal ] && [ Of brass ],light fitting;Lamps;nameplate;base metal;fix light;sign;searchlight;brass;spotlight;light source;like,,940560
9405.60.40.00,3,Other,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Illuminated signs &&  illuminated nameplates && the like ] && [ Of base metal ] && [ ![ Of brass ] ] ],light fitting;Lamps;nameplate;base metal;fix light;sign;searchlight;spotlight;light source;like,brass,940560
9405.60.60.00,2,Other,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Illuminated signs &&  illuminated nameplates && the like ] && [ ![ Of base metal ] ] ],light fitting;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like,base metal,940560
,1,Parts,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ],light fitting;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like,,
9405.91,2,Of glass,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ Of glass ],light fitting;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like;glass;Parts,,940591
,3,Globes && shades,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ Of glass ] && [ Globes && shades ],light fitting;shade;Lamps;nameplate;fix light;sign;searchlight;spotlight;Globes;light source;like;glass;Parts,,
9405.91.10.00,4,Of lead crystal,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ Of glass ] && [ Globes && shades ] && [ Of lead crystal ],light fitting;shade;Lamps;nameplate;fix light;sign;searchlight;spotlight;lead crystal;Globes;light source;like;glass;Parts,,940591
9405.91.30.00,4,Other,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ Of glass ] && [ Globes && shades ] && [ ![ Of lead crystal ] ] ],light fitting;shade;Lamps;nameplate;fix light;sign;searchlight;spotlight;Globes;light source;like;glass;Parts,lead crystal,940591
9405.91.40.00,3,Chimneys,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ Of glass ] && [ Chimneys ],light fitting;Lamps;nameplate;Chimneys;fix light;sign;searchlight;spotlight;light source;like;glass;Parts,,940591
9405.91.60,3,Other,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ Of glass ] && [ ![ Chimneys ] && ![ Globes && shades ] ] ],light fitting;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like;glass;Parts,Globes;Chimneys;shade,940591
9405.91.60.40,4,Prisms && other glass articles of a kind used in chandeliers && wall brackets &&  && articles thereof,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ Of glass ] && [ ![ Chimneys ] && ![ Globes && shades ] ] ] && [ Prisms && other glass articles of a kind used in chandeliers && wall brackets &&  && articles thereof ],kind use;light fitting;Lamps;nameplate;fix light;sign;searchlight;chandelier;Prisms;spotlight;wall bracket;light source;like;glass article;glass;Parts,Globes;Chimneys;shade,940591
9405.91.60.80,4,Other,,[ [ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ Of glass ] && [ ![ Chimneys ] && ![ Globes && shades ] ] ] && [ ![ Prisms && other glass articles of a kind used in chandeliers && wall brackets &&  && articles thereof ] ] ],light fitting;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like;glass;Parts,kind use;shade;Chimneys;chandelier;Prisms;wall bracket;Globes;glass article,940591
9405.92.00.00,2,Of plastics,,[ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ Of plastics ],light fitting;plastic;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like;Parts,,940592
9405.99,2,Other,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ ![ Of plastics ] && ![ Of glass ] ] ],light fitting;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like;Parts,glass;plastic,940599
9405.99.20.00,3,Of brass,,[ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ ![ Of plastics ] && ![ Of glass ] ] ] && [ Of brass ],light fitting;Lamps;nameplate;fix light;sign;searchlight;brass;spotlight;light source;like;Parts,glass;plastic,940599
9405.99.40,3,Other,,[ [ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ ![ Of plastics ] && ![ Of glass ] ] ] && [ ![ Of brass ] ] ],light fitting;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like;Parts,glass;plastic;brass,940599
9405.99.40.10,4,Lampposts && bases for lampposts &&  of cast iron,,[ [ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ ![ Of plastics ] && ![ Of glass ] ] ] && [ ![ Of brass ] ] ] && [ Lampposts && bases for lampposts &&  of cast iron ],light fitting;cast iron;Lamps;nameplate;basis;Lampposts;fix light;sign;searchlight;spotlight;light source;like;Parts,glass;plastic;brass,940599
9405.99.40.20,4,Lampposts && bases for lampposts &&  of aluminum,,[ [ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ ![ Of plastics ] && ![ Of glass ] ] ] && [ ![ Of brass ] ] ] && [ Lampposts && bases for lampposts &&  of aluminum ],light fitting;Lamps;nameplate;basis;aluminum;Lampposts;fix light;sign;searchlight;spotlight;light source;like;Parts,glass;plastic;brass,940599
9405.99.40.90,4,Other,,[ [ [ [ Lamps && lighting fittings including searchlights && spotlights && parts thereof &&  not elsewhere specified or included; illuminated signs &&  illuminated nameplates && the like &&  having a permanently fixed light source &&  && parts thereof not elsewhere specified or included ] && [ Parts ] && [ ![ Of plastics ] && ![ Of glass ] ] ] && [ ![ Of brass ] ] ] && [ ![ Lampposts && bases for lampposts &&  of aluminum ] && ![ Lampposts && bases for lampposts &&  of cast iron ] ] ],light fitting;Lamps;nameplate;fix light;sign;searchlight;spotlight;light source;like;Parts,plastic;cast iron;lamppost;basis;aluminum;brass;glass,940599
9406,0,Prefabricated buildings,,[ Prefabricated buildings ],building,,9406
9406.10.00.00,1,Of wood,,[ Prefabricated buildings ] && [ Of wood ],wood;building,,940610
9406.90.00,1,Other,,[ [ Prefabricated buildings ] && [ ![ Of wood ] ] ],building,wood,940690
,2,Of metal,,[ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ Of metal ],metal;building,wood,
,3,Greenhouses,,[ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ Of metal ] && [ Greenhouses ],greenhouse;metal;building,wood,
9406.90.00.10,4,Commercial,,[ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ Of metal ] && [ Greenhouses ] && [ Commercial ],commercial;Greenhouses;metal;building,wood,940690
9406.90.00.20,4,Other,,[ [ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ Of metal ] && [ Greenhouses ] && [ ![ Commercial ] ] ],Greenhouses;metal;building,wood;commercial,940690
9406.90.00.30,3,Other,,[ [ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ Of metal ] && [ ![ Greenhouses ] ] ],metal;building,wood;greenhouse,940690
,2,Other,,[ [ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ ![ Of metal ] ] ],building,wood;metal,
9406.90.00.50,3,Animal sheds of plastic,,[ [ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ ![ Of metal ] ] ] && [ Animal sheds of plastic ],animal shed;plastic;building,wood;metal,940690
9406.90.00.90,3,Other,,[ [ [ [ Prefabricated buildings ] && [ ![ Of wood ] ] ] && [ ![ Of metal ] ] ] && [ ![ Animal sheds of plastic ] ] ],building,animal shed;wood;plastic;metal,940690
9503.00.00,0,Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof,,[ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ],Tricycles;similar wheeled;kind;pedal car;scale;âscaleë ®;carriage;doll;scooter;recreational model;similar recreational;work;wheeled toy;accessory,,950300
,1,âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052,,[ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ],Tricycles;similar wheeled;productsË ®;kind;pedal car;scale;âscaleë ®;carriage;âChildrenÊ¼s productsË;doll;scooter;recreational model;define;U.S.C. â§;similar recreational;work;wheeled toy;accessory,,
,2,Inflatable toy balls &&  balloons && punchballs &&  of rubber,,[ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ Inflatable toy balls &&  balloons && punchballs &&  of rubber ],similar wheeled;pedal car;scale;Tricycles;productsË ®;carriage;doll;define;inflatable toy;toy ball;âChildrenÊ¼s productsË;scooter;recreational model;U.S.C. â§;kind;work;wheeled toy;accessory;punchball;balloon;rubber;âscaleë ®;similar recreational,,
,3,Labeled or determined by importer as intended for use by persons,,[ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] && [ Labeled or determined by importer as intended for use by persons ],similar wheeled;label;pedal car;scale;Tricycles;productsË ®;use;carriage;doll;define;inflatable toy;toy ball;âChildrenÊ¼s productsË;scooter;recreational model;U.S.C. â§;kind;work;wheeled toy;accessory;punchball;balloon;importer;rubber;âscaleë ®;person;similar recreational;intend,,
9503.00.00.11,4,Under 3 years of age,,[ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] && [ Labeled or determined by importer as intended for use by persons ] && [ Under 3 years of age ],similar wheeled;label;pedal car;scale;Tricycles;productsË ®;use;carriage;doll;define;inflatable toy;toy ball;year;âChildrenÊ¼s productsË;scooter;recreational model;U.S.C. â§;kind;work;wheeled toy;accessory;punchball;balloon;importer;rubber;âscaleë ®;age;person;similar recreational;intend,,950300
9503.00.00.13,4,3 to 12 years of age,,[ Tricycles &&  scooters &&  pedal cars && similar wheeled toys; dollsÊ¼ carriages; dolls &&  other toys; reduced-scale (âscaleË®) models && similar recreational models &&  working or not; puzzles of all kinds; parts && accessories thereof ] && [ âChildrenÊ¼s productsË® as defined in 15 U.S.C. Â§ 2052 ] && [ Inflatable toy balls &&  balloons && punchballs &&  of rubber ] && [ Labeled or determined by importer as intended for use by persons ] && [ 3 to 12 years of age ],similar wheeled;label;pedal car;scale;Tricycles;productsË ®;use;carriage;doll;define;inflatable toy;toy ball;year;âChildrenÊ¼s productsË;scooter;recreational model;U.S.C. â§;kind;work;wheeled toy;accessory;punchball;balloon;importer;rubber;âscaleë ®;age;person;similar recreational;intend,,950300
