,genus,species,common_name,range_state
447,Khaya,anthotheca,N’Dola;Mangona;N’Dola;Acajou Blanc;Acajou Krala;Ahafo;Munyama;Acajou Blanc;Khaya Mahagoni;Acajou d’Afrique,AO;CM;CG;CI;GH;UG;FR;DE
448,Khaya,grandifoliola,Acajou à Grandes Feuilles;Akuk;Benin Mahogany;Eri Kire;Acajou à Grandes Feuilles;Heavy African Mahogany;Acajou d’Afrique,CI;NG;UG;FR;GB
449,Khaya,ivorensis,Undia Nunu;N’Gollon;Acajou Bassam;Caoba del Galón;Zaminguila;Takoradi Mahogany;Ogwango;Acajou Bassam;Khaya Mahagoni;African Mahogany;Acajou d’Afrique,AO;CM;CI;GQ;GA;GH;NG;FR;DE;GB
450,Khaya,klainei,Undia Nunu;N’Gollon;Acajou Bassam;Caoba del Galón;Zaminguila;Takoradi Mahogany;Ogwango;Acajou Bassam;Khaya Mahagoni;African Mahogany;Acajou d’Afrique,AO;CM;CI;GQ;GA;GH;NG;FR;DE;GB
451,Khaya,,Acajou d’Afrique,AO;CM;CI;GQ;GA;GH;NG;FR;DE;GB
452,Klainedoxa,buesgenii,Ngon;Oboro;Kuma-kuma;Kroma;Ikele;Kuma-kuma;Eves;Eveuss;Kruma;Odudu;Eveuss,CM;CF;CG;CI;CD;GQ;GA;GH;NG
453,Klainedoxa,gabonensis,Ngon;Oboro;Kuma-kuma;Kroma;Ikele;Kuma-kuma;Eves;Eveuss;Kruma;Odudu;Eveuss,CM;CF;CG;CI;CD;GQ;GA;GH;NG
454,Kokoona,,Mata Ulat,
455,Koompassia,excelsa,Honey Bee Tree;Mangaris;Mengaris;Toale;Tualang,BN;KH;TL;ID;LA;MY;MM;PH;SG;TH;VN
456,Koompassia,malaccensis,Menggeris;Toemaling;Kempas;Mengris;Impas;Kempas;Yuan;Kempas,ID;MY;PG;TH
457,Lannea,welwitschii,Baiséguma;Kakoro;Loloti;Kumenini;Ekika;Kumbi,CI;GH;NG
458,Lebrunia,bushaie,Busehi,
459,Lecythis,grandiflora,Sapucaia;Sapukaina;Sapucaia,AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE
460,Lecythis,pisonis,Sapucaia;Sapukaina;Sapucaia,AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE
461,Letestua,durissima,Congotali;Kong-Afane;Congotali,CG;GA
462,Licania,,Grigri,BR;CO;CR;GY;MX;PE;VE
463,Lithocarpus,,Mempening,
464,Litsea,,Medang,AU;MY;MM;PH;VN;ID;LA;MM
465,Lonchocarpus,lanceolatus,Black Cabbagebark;Chaprerno;Sindjaplé;Machiche,BZ;CR;SV;GT;HN;NI;PA
466,Lophira,alata,Bongossi;Bonkolé;Azobé;Akoga;Akoga;Kaku;Ekki;Eba;Hendui;Bonkole;Bongossi;Ekki;Azobé,CM;CG;CI;GQ;GA;GH;NG;SL;DE;GB
467,Lophira,procera,Bongossi;Bonkolé;Azobé;Akoga;Akoga;Kaku;Ekki;Eba;Hendui;Bonkole;Bongossi;Ekki;Azobé,CM;CG;CI;GQ;GA;GH;NG;SL;DE;GB
468,Lovoa,brownii,Bibolo;Dibétou;Nivero;Embero;Eyan;Dubini-Biri;Mpengwa;Mukongoro;Mukusu;Apopo;Sida;Anamenila;Wnaimei;Lifaki-Maindu;Bombulu;Nkoba;Noyer d’Afrique;Noyer du Gabon;African Walnut;Tigerwood;Tigerwood;Uganda Walnut;Congowood;Dibétou,CM;CI;GQ;GA;GH;KE;NG;SL;CD;UG;FR;GB;US
469,Lovoa,klaineana,Bibolo;Dibétou;Nivero;Embero;Eyan;Dubini-Biri;Mpengwa;Mukongoro;Mukusu;Apopo;Sida;Anamenila;Wnaimei;Lifaki-Maindu;Bombulu;Nkoba;Noyer d’Afrique;Noyer du Gabon;African Walnut;Tigerwood;Tigerwood;Uganda Walnut;Congowood;Dibétou,CM;CI;GQ;GA;GH;KE;NG;SL;CD;UG;FR;GB;US
470,Lovoa,swynnertonii,Bibolo;Dibétou;Nivero;Embero;Eyan;Dubini-Biri;Mpengwa;Mukongoro;Mukusu;Apopo;Sida;Anamenila;Wnaimei;Lifaki-Maindu;Bombulu;Nkoba;Noyer d’Afrique;Noyer du Gabon;African Walnut;Tigerwood;Tigerwood;Uganda Walnut;Congowood;Dibétou,CM;CI;GQ;GA;GH;KE;NG;SL;CD;UG;FR;GB;US
471,Lovoa,trichilioides,Bibolo;Dibétou;Nivero;Embero;Eyan;Dubini-Biri;Mpengwa;Mukongoro;Mukusu;Apopo;Sida;Anamenila;Wnaimei;Lifaki-Maindu;Bombulu;Nkoba;Noyer d’Afrique;Noyer du Gabon;African Walnut;Tigerwood;Tigerwood;Uganda Walnut;Congowood;Dibétou,CM;CI;GQ;GA;GH;KE;NG;SL;CD;UG;FR;GB;US
472,Lovoa,,Dibétou,CM;CI;GQ;GA;GH;KE;NG;SL;CD;UG;FR;GB;US
473,Loxopterygium,sagotii,Hububalli;Slangehout,SR
474,Lysiloma,latisiliquum,False Tamarind;Tsalam;Tzalam;Sabicu,BZ;CR;SV;GT;HN;NI;PA
475,Machaerium,scleroxylon,Caviuna;Jacarand;Pau Ferro;Morado;Palissandre de Santos;Palissandre de Santos,BR;BO;GF
476,Maclura,tinctoria,Tatayiva-Saiyu;Amarillo;Amarello;Taiuva;Dinde;Palo Amarillo;Palo de Mora;Barossa;Moral;Bois d'Orange;Moral,AR;BO;BR;CO;CR;MX;TT
477,Macrolobium,dewevrei,Ekobem;Molapa;Epal;Vaa;Ditshipi;Ligudu;Limbali;Abeum;Tetekon;Sehmeh;Limbali,CM;CF;CG;CI;CD;GA;GH;LR
478,Macrolobium,fragrans,Kibakoko,
479,Madhuca,motleyana,Pali;Nyatoh;Nyatoh;Mayang;Taban;Riam;Pencil Cedar;Nato;Kha-Nunnok;Chay;Balam;Padang;Nyatoh,IN;ID;MY;PG;PH;TH;VN;NL;GB
480,Madhuca,,Bitis,BN;KH;TL;ID;LA;MY;MM;PH;SG;TH;VN
481,Magnolia,,Champak,MM;PH
482,Malacantha,superba,Mukali;Kali;M’Boul;Mukali;N’Kali;Aningueri blanc;Aniegre;Kararo;Muna;Mukangu;Landojan;Osan;Tutu;Aningré-Tanganyika Nuss;Tanganyika Nuss;Aningeria;Aningré;Aniégré,AO;CF;CG;CI;ET;KE;NG;UG;CD;DE;IT;GB
483,Mangifera,,Machang,IN;ID;MY;MM;PK;PG;PH;SB;TH;VN;FR;GB
484,Manilkara,bidentata,Maçaranduba;Maparajuba;Paraju;Balata;Nispero;Balata franc;Balata rouge;Balata gomme;Balata;Bulletwood;Beefwood;Nispero;Pamashto;Quinilla Colorada;Bolletrie;Balata;Massarandu;Bulletwood;Bulletwood;Beefwood;Maçaran­duba,BR;CO;GF;GY;PA;PE;SR;VE;GB;US
485,Manilkara,huberi,Maçaranduba;Maparajuba;Paraju;Balata;Nispero;Balata franc;Balata rouge;Balata gomme;Balata;Bulletwood;Beefwood;Nispero;Pamashto;Quinilla Colorada;Bolletrie;Balata;Massarandu;Bulletwood;Bulletwood;Beefwood;Maçaran­duba,BR;CO;GF;GY;PA;PE;SR;VE;GB;US
486,Manilkara,mabokeensis,Monghinza,
487,Manilkara,obovata,Monghinza,
488,Manilkara,surinamensis,Maçaranduba;Maparajuba;Paraju;Balata;Nispero;Balata franc;Balata rouge;Balata gomme;Balata;Bulletwood;Beefwood;Nispero;Pamashto;Quinilla Colorada;Bolletrie;Balata;Massarandu;Bulletwood;Bulletwood;Beefwood;Maçaran­duba,BR;CO;GF;GY;PA;PE;SR;VE;GB;US
489,Manilkara,sylvestris,Monghinza,
490,Manilkara,,Maçaran­duba,BR;CO;GF;GY;PA;PE;SR;VE;GB;US
491,Mansonia,altissima,Koul;Bété;Aprono;Ofun;Mansonia;Bété,CM;CI;GH;NG
492,Maquira,coriacea,Capinuri;Muiratinga;Muiratinga,BR
493,Markhamia,lutea,Lusambya,
494,Markhamia,platycalyx,Lusambya,
495,Marmaroxylon,racemosum,Angelim Rajado;Ingarana da Terra Firma;Ingarana;Bois Serpent;Snakewood;Bostamarinde;Sneki Oedoe;Angelim rajado,BR;GF;GY;SR
496,Meijer,,"Seraya, white (White Lauan)",ID;MY;MM;PH;VN
497,Melia,azedarach,Bakarjan;Ghora Nim;Mahanim;Mahnim;Dak hien;Mindi Kechil;Bakain;Bakarja;Betain;Deikna;Dek;Drek;Mallan Nim;Gringging;Marambung;Mindi;Bakaina;Bakaino;Bakena;Balalunga;Balagango;Paraiso;Khian;Lian;Lian-Baiyai;Xaon;Xoan,BD;KH;CN;IN;ID;NP;PH;TH;VN
498,Mesua,ferrea,Agacuram;Atha;Mallaynangai;Naga Sampige;Nagappu;Nangil;Nangu;Nangul;Suruli;Churuli;Nagacampakam;Nagapoovu;Nanku;Vayanavu;Iron wood tree;Penaga,IN;MY;GB
499,Metopium,brownei,Caribbean Rosewood;Black Poisonwood;Checham,BZ;CR;SV;GT;HN;NI;PA;AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE
500,Mezilaurus,,Itaùba,BR;GF;SR
501,Micandra,spruceana,Reventillo;Yetcha;Carapacho;Higuerilla Negra;Shiringa Masha;Cunuri;Higuerilla,CO;PE;VE
502,Michelia,,Champak,MM;PH
503,Microberlinia,bisulcata,Allen Ele;Zingana;Zebrano;Zebrano;Zebrawood;Zingana,CM;GA;DE;GB
504,Microberlinia,brazzavillensis,Allen Ele;Zingana;Zebrano;Zebrano;Zebrawood;Zingana,CM;GA;DE;GB
505,Microberlinia,,Zingana,CM;GA;DE;GB
506,Milicia,excelsa,Moreira;Abang;Kambala;Iroko;Mvuli;Mvule;Abang;Abang;Mandji;Odum;Semli;Tule Mufula;Iroko;Semli;Lusanga;Molundu;Mokongo;Kambala;Iroko,AO;CM;CG;CI;BI;KM;DJ;ER;ET;KE;MG;MW;MU;YT;MZ;RE;RW;SC;SO;SS;TZ;UG;ZM;ZW;GQ;GA;GH;LR;MZ;NG;SL;CD;BE
507,Milicia,regia,Moreira;Abang;Kambala;Iroko;Mvuli;Mvule;Abang;Abang;Mandji;Odum;Semli;Tule Mufula;Iroko;Semli;Lusanga;Molundu;Mokongo;Kambala;Iroko,AO;CM;CG;CI;BI;KM;DJ;ER;ET;KE;MG;MW;MU;YT;MZ;RE;RW;SC;SO;SS;TZ;UG;ZM;ZW;GQ;GA;GH;LR;MZ;NG;SL;CD;BE
508,Milicia,,Iroko,AO;CM;CG;CI;BI;KM;DJ;ER;ET;KE;MG;MW;MU;YT;MZ;RE;RW;SC;SO;SS;TZ;UG;ZM;ZW;GQ;GA;GH;LR;MZ;NG;SL;CD;BE
509,Millettia,laurentii,Awoung;Wenge;Awong;Wenge;Jambire;Mpande;Panga-Panga;Panga-Panga;Panga-Panga;Wengé,CM;CG;GA;CD;MZ;TZ;DE;FR;GB
510,Millettia,pendula,Thinwin,
511,Millettia,stuhlmannii,Awoung;Wenge;Awong;Wenge;Jambire;Mpande;Panga-Panga;Panga-Panga;Panga-Panga;Wengé,CM;CG;GA;CD;MZ;TZ;DE;FR;GB
512,Mimusops,congolensis,Kungulu;Elang;Elanzok;Bouanga;Mfua;Mukulungu;Akola;Uku;Mukulungu,AO;CM;CF;CG;CD;GA;NG
513,Mimusops,djave,Adjap;Ayap;Dimpampi;Ayap;M’Foi;Muamba jaune;African Pearwood;Moabi,CM;CG;GQ;GA;CD;GB
514,Mimusops,heckelii,Makoré;Baku;Abacu;Okola;Douka;Makoré;Douka,CI;GH;GQ;GA
515,Mitragyna,ciliata,Mivuku;Elolom;Vuku;Bahia;Elelon;Elelom Nzam;Subaha;Abura;Mboi;Nzingu;Mvuku;Nzingu;Bahia;Abura,AO;CM;CG;CI;GQ;GA;GH;NG;SL;UG;CD;ZM;FR
516,Mitragyna,rubrostipulata,Mivuku;Elolom;Vuku;Bahia;Elelon;Elelom Nzam;Subaha;Abura;Mboi;Nzingu;Mvuku;Nzingu;Bahia;Abura,AO;CM;CG;CI;GQ;GA;GH;NG;SL;UG;CD;ZM;FR
517,Mitragyna,stipulosa,Mivuku;Elolom;Vuku;Bahia;Elelon;Elelom Nzam;Subaha;Abura;Mboi;Nzingu;Mvuku;Nzingu;Bahia;Abura,AO;CM;CG;CI;GQ;GA;GH;NG;SL;UG;CD;ZM;FR
518,Monopetalanthus,coriaceus,Andjung;Andoung de heitz;Ekop;Ekop-mayo;N'Douma;Zoele;Andoung,GA
519,Monopetalanthus,durandii,Andjung;Andoung de heitz;Ekop;Ekop-mayo;N'Douma;Zoele;Andoung,GA
520,Monopetalanthus,hedinii,Andjung;Andoung de heitz;Ekop;Ekop-mayo;N'Douma;Zoele;Andoung,GA
521,Monopetalanthus,heitzii,Andjung;Andoung de heitz;Ekop;Ekop-mayo;N'Douma;Zoele;Andoung,GA
522,Monopetalanthus,letestui,Andjung;Andoung de heitz;Ekop;Ekop-mayo;N'Douma;Zoele;Andoung,GA
523,Monopetalanthus,,Andoung,GA
524,Mora,,Mora,AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE
525,Moronobea,coccinea,Anani Da Terra Firme;Bacuri de Anta;Manil Montagne;Manil Peou;Parcouri-Manil;Coronobo;Morombo-Rai;Moronobo;Manniballi;Matakkie;Manil Montagne,BR;GF;GY;SR
526,Morus,lactea,Chocobondo;Mûrier du Sénégal;East African mulberry;African mulberry;Uganda mulberry;Difou,PT;FR;GB
527,Morus,mesozygia,Chocobondo;Mûrier du Sénégal;East African mulberry;African mulberry;Uganda mulberry;Difou,PT;FR;GB
528,Myristica,castaneifolia,Fiji Nutmeg;Kaudamu,BN;KH;TL;ID;LA;MY;MM;PH;SG;TH;VN
529,Myrocarpus,frondosus,Cabreùva Parda;Ibirà;Incienso;Oleo de Caboreiba;Oleo de Macaco;Oleo Pardo;Pagé;Payò;Cabreùva,AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE
530,Myroxylon,balsamum,Arbol del Bálsamo;Bálsamo;Bálsamo de Perú o de Tolu;Myroxylon;Baumier du Pérou;Balsamo,MX;PE;FR
531,Nauclea,diderrichii,Engolo;Opepe;Akondoc;Kilu;Linzi;Mokesse;N’Gulu-Maza;Badi;Bonkingu;N’Gulu-Maza;Aloma;Kusia;Bilinga;Opepe;Bundui;Kilingi;Aloma;Opepe;Bilinga,AO;BJ;CM;CF;CG;CI;CD;GQ;GH;GA;NG;SL;UG;DE;GB
532,Nauclea,gilletii,Engolo;Opepe;Akondoc;Kilu;Linzi;Mokesse;N’Gulu-Maza;Badi;Bonkingu;N’Gulu-Maza;Aloma;Kusia;Bilinga;Opepe;Bundui;Kilingi;Aloma;Opepe;Bilinga,AO;BJ;CM;CF;CG;CI;CD;GQ;GH;GA;NG;SL;UG;DE;GB
533,Nauclea,trillesii,Engolo;Opepe;Akondoc;Kilu;Linzi;Mokesse;N’Gulu-Maza;Badi;Bonkingu;N’Gulu-Maza;Aloma;Kusia;Bilinga;Opepe;Bundui;Kilingi;Aloma;Opepe;Bilinga,AO;BJ;CM;CF;CG;CI;CD;GQ;GH;GA;NG;SL;UG;DE;GB
534,Nauclea,xanthoxylon,Engolo;Opepe;Akondoc;Kilu;Linzi;Mokesse;N’Gulu-Maza;Badi;Bonkingu;N’Gulu-Maza;Aloma;Kusia;Bilinga;Opepe;Bundui;Kilingi;Aloma;Opepe;Bilinga,AO;BJ;CM;CF;CG;CI;CD;GQ;GH;GA;NG;SL;UG;DE;GB
535,Nectandra,,Canelo,BR;BZ;CR;SV;GT;HN;NI;PA;CO;EC;GF;GY;PE;SR;TT;VE
536,Neolamarckia,cadamba,Jabon;Kelempajan;Kalempayn;Kelampo;Kelepayan;Ludai;Kelempayan;Mau;Yemau;Maukadon;Mau-Lettan-She;Kaatoan Bangkal;Kadam,ID;MY;MM;PH
537,Neolamarckia,macrophylla,Jabon;Kelempajan;Kalempayn;Kelampo;Kelepayan;Ludai;Kelempayan;Mau;Yemau;Maukadon;Mau-Lettan-She;Kaatoan Bangkal;Kadam,ID;MY;MM;PH
538,Neolamarckia,,Kadam,ID;MY;MM;PH
539,Nesogordonia,kabingaensis,Kissinhungo;Ovoe;Ovoui;Naouya;Kotibé;Aborbora;Danta;Otutu;Kondofindo;Danta;Kotibé,AO;CM;CF;CI;GA;GH;NG;CD;GB
540,Nesogordonia,papaverifera,Kissinhungo;Ovoe;Ovoui;Naouya;Kotibé;Aborbora;Danta;Otutu;Kondofindo;Danta;Kotibé,AO;CM;CF;CI;GA;GH;NG;CD;GB
541,Nesogordonia,,Kotibé,AO;CM;CF;CI;GA;GH;NG;CD;GB
542,Newtonia,buchananii,Mafumati,
543,Newtonia,leucocarpa,Ossimiale,
544,Ochroma,lagopus,Tami;Pau de Balsa;Lanu;Balsa;Balsa;Algodon;Lanilla;Guano;Balsa;Gatillo;Balsa;Topa;Palo de Balsa;Bois flot;Balso;Balsa,BO;BR;CO;BZ;CR;SV;GT;HN;NI;PA;EC;SV;GT;HN;NI;PE;TT;VE
545,Ochroma,pyramidale,Tami;Pau de Balsa;Lanu;Balsa;Balsa;Algodon;Lanilla;Guano;Balsa;Gatillo;Balsa;Topa;Palo de Balsa;Bois flot;Balso;Balsa,BO;BR;CO;BZ;CR;SV;GT;HN;NI;PA;EC;SV;GT;HN;NI;PE;TT;VE
546,Ocotea,porosa,Canela;Imbuia;Embuia;Laurel;Brazilian Walnut;Imbuya;Brazilian Walnut;Imbuia,BR;AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE;GB;US
547,Ocotea,puberula,Canela Guaica;Guaicá;Canela-de-Corvo;Guaica;Canela-Parda;Canela-Pimenta;Canela Pinho;Canela-Sebo;Moraja Kaspi;Laurel Guaika;Guaika;Keretiballi;Keriti Silverballi,AR;BR;PE;PY;SR
548,Ocotea,rubra,Gamela;Louro Gamela;Louro Vermelho;Grignon Franc;Baaka;Determa;Red Louro;Wanu;Teteroma;Determa;Louro vermelho,BR;GF;GY;SR;GB
549,Ocotea,usambarensis,Kikenzi,
550,Ocotea,,Canelo,BR;BZ;CR;SV;GT;HN;NI;PA;CO;EC;GF;GY;PE;SR;TT;VE
551,Octomeles,sumatrana,Benuang;Binuang Bini;Winuang;Erima;Irima;Ilimo;Binuang;Benuang,ID;PG;PH
552,Oldfieldia,africana,Vésàmbata,
553,Olea,hochstetteri,East African olive;Musharagi,GB
554,Olea,welwitschii,Elgon olive;Loliondo,GB
555,Ongokea,gore,Andjek;Angueuk;Kouero;Andjek;Angueuk;Boleko;Angueuk,CM;CI;GA;CD
556,Oreomunnea,pterocarpa,Gavilán Blanco,
557,Ormosia,coutinhoi,Buiucu;Tento;Chocho;Choco;Agui;Caconnier Rouge;Neko-Oudou;Barakaro;Huaryoro;Palo de Matos;Kokriki;Peonia;Tento,BR;CO;GF;GY;PE;PR;SR;VE
558,Ormosia,,Tento,BR;CO;GF;GY;PE;PR;SR;VE
559,Oxystigma,oxyphyllum,Tola Chinfuta;Nom Sinedon;Kitola;Tchitola;Akwakwa;Tshibudimbu;Emola;M'Babou;Lolagbola;Tchitola,AO;CM;CG;CD;GA;NG
560,Pachyelasma,tessmannii,Eyek,
561,Pachylobus,buettneri,Assia;Ozigo;Assia;Assia;Ozigo,GQ;GA;DE
562,Pachylobus,pubescens,Safukala,
563,Pahylobus,deliciosa,Mouguengueri;Safukala;Assia;Igaganga;Ossabel;Adjouaba,CD;CG;GA
564,Palaquium,acuminatum,Pali;Nyatoh;Nyatoh;Mayang;Taban;Riam;Pencil Cedar;Nato;Kha-Nunnok;Chay;Balam;Padang;Nyatoh,IN;ID;MY;PG;PH;TH;VN;NL;GB
565,Palaquium,gutta,Pali;Nyatoh;Nyatoh;Mayang;Taban;Riam;Pencil Cedar;Nato;Kha-Nunnok;Chay;Balam;Padang;Nyatoh,IN;ID;MY;PG;PH;TH;VN;NL;GB
566,Palaquium,hexandrum,Pali;Nyatoh;Nyatoh;Mayang;Taban;Riam;Pencil Cedar;Nato;Kha-Nunnok;Chay;Balam;Padang;Nyatoh,IN;ID;MY;PG;PH;TH;VN;NL;GB
567,Palaquium,maingayi,Pali;Nyatoh;Nyatoh;Mayang;Taban;Riam;Pencil Cedar;Nato;Kha-Nunnok;Chay;Balam;Padang;Nyatoh,IN;ID;MY;PG;PH;TH;VN;NL;GB
568,Palaquium,rostratum,Pali;Nyatoh;Nyatoh;Mayang;Taban;Riam;Pencil Cedar;Nato;Kha-Nunnok;Chay;Balam;Padang;Nyatoh,IN;ID;MY;PG;PH;TH;VN;NL;GB
569,Palaquium,xanthochymum,Pali;Nyatoh;Nyatoh;Mayang;Taban;Riam;Pencil Cedar;Nato;Kha-Nunnok;Chay;Balam;Padang;Nyatoh,IN;ID;MY;PG;PH;TH;VN;NL;GB
570,Palaquium,,Nyatoh,IN;ID;MY;PG;PH;TH;VN;NL;GB
571,Paraberlinia,bifoliolata,Ekop-Beli;Awoura;Beli;Zebrali;Zebrali;Awoura,CM;GA;FR;DE
572,Parahancornia,fasciculata,Dukali,
573,Paraserianthes,falcataria,Falcata;Moluccan sau;Jeungjing;Sengon laut;Sikat;Batai;Kayu machis;Puah;Indonesian albizia;Batai,PH;ID;MY;GB
574,Parashorea,densiflora,Tavoy Wood;White Meranti;Mai Hao;Gerutu;Gerutu Pasir;Heavy White Seraya;Meranti Gerutu;Meruyun;Urat Mata Batu;Urat Mata Bukit;Urat Mata Daun Kechil;Khai Khieo;Gerutu,IN;ID;LA;MY;TH
575,Parashorea,lucida,Tavoy Wood;White Meranti;Mai Hao;Gerutu;Gerutu Pasir;Heavy White Seraya;Meranti Gerutu;Meruyun;Urat Mata Batu;Urat Mata Bukit;Urat Mata Daun Kechil;Khai Khieo;Gerutu,IN;ID;LA;MY;TH
576,Parashorea,macrophylla,"Pendan;Urat Mata;Belutu;White Seraya;Urat Mata;Thingadu;Bagtikan;White Lauan;Cho-Chi;White Lauan;Seraya, white",ID;MY;MM;PH;VN
577,Parashorea,malaanonan,"Lumber;Meranti Jerit;Meranti Temak;White Lauan;Pendan;Thingadu;Kebon Tang;Bagtikan;Seraya, white;Urat Mata;Meranti Lapis;Meranti Putih;Pa Nong;Melapi;Chai;Kabak Kau;Meranti, White;White Meranti;Sual;Belutu;Meranti Pa’ang;Xen;White Seraya;Koki Phnom;Makai;Cho-Chi;Damar Puthi",ID;MY;VN;MM;PH;TH;KH
578,Parashorea,parvifolia,Tavoy Wood;White Meranti;Mai Hao;Gerutu;Gerutu Pasir;Heavy White Seraya;Meranti Gerutu;Meruyun;Urat Mata Batu;Urat Mata Bukit;Urat Mata Daun Kechil;Khai Khieo;Gerutu,IN;ID;LA;MY;TH
579,Parashorea,plicata,"Pendan;Urat Mata;Belutu;White Seraya;Urat Mata;Thingadu;Bagtikan;White Lauan;Cho-Chi;White Lauan;Seraya, white",ID;MY;MM;PH;VN
580,Parashorea,smythiesii,Tavoy Wood;White Meranti;Mai Hao;Gerutu;Gerutu Pasir;Heavy White Seraya;Meranti Gerutu;Meruyun;Urat Mata Batu;Urat Mata Bukit;Urat Mata Daun Kechil;Khai Khieo;Gerutu,IN;ID;LA;MY;TH
581,Parashorea,tomentella,"Pendan;Urat Mata;Belutu;White Seraya;Urat Mata;Thingadu;Bagtikan;White Lauan;Cho-Chi;White Lauan;Seraya, white",ID;MY;MM;PH;VN
582,Parinari,campestris,Parinari;Fongouti Koko;Gaulette Blanc;Gris-Gris Blanc;Broad-Leaved Burada;Burada;Candlewood;Kupisini;Mahaicaballi;Makarai;Wamuk;Wamuku;Behoerada;Foengoe;Koebesini;Guaray;Merecurillo;Burada,BR;GF;GY;SR;VE
583,Parinari,excelsa,Kpar;Esagko;Inyi;Mampata;Mubura;Mubura;Sougué,LR;NG;SN;TZ;UG
584,Parinari,tenuifolia,Kpar;Esagko;Inyi;Mampata;Mubura;Mubura;Sougué,LR;NG;SN;TZ;UG
585,Parkia,multijuga,Fava Araba Tucupi;Fava Bolota;Faveira;Parica;Visgueiro;Huarango;Rayo;Tangama;Dodomissinga;Kouatakaman;Black Manariballi;Ipanai;Uya;Goma Pashaco;Kwatakama;Cascaron;Faveira,BR;CO;EC;GF;GY;PE;SR;VE
586,Parkia,velutina,Pashaco,
587,Pausinystalia,macroceras,Tsanya,
588,Payena,maingayi,Pali;Nyatoh;Nyatoh;Mayang;Taban;Riam;Pencil Cedar;Nato;Kha-Nunnok;Chay;Balam;Padang;Nyatoh,IN;ID;MY;PG;PH;TH;VN;NL;GB
589,Payena,,Nyatoh,IN;ID;MY;PG;PH;TH;VN;NL;GB
590,Peltogyne,maranhensis,Jatobazinho;Guarabu;Roxinho;Tananeo;Koroborelli;Merawayana;Saka;Palo de Rosa;Pau Morado;Dastan;Kocolorelli;Malako;Bois Pourpre;Bois Violet;Purperhart;Amarant;Purpleheart;Violetwood;Amarant;Purpleheart;Violetwood;Pau Roxo,BR;CO;GY;MX;SR;FR;NL;GB;US
591,Peltophorum,dubium;Peltophorum,Canafístula;Guarucaia;Yvyrapyta;Ibirà Pytâ,AR;BR;PY
592,Pentace,,Melunak,MY;MM;TH
593,Pentaclethra,macrophylla,Mubala,
594,Pentacme,siamensis,Ingyin,
595,Pentadesma,butyracea,Kiasose,
596,Pentadesma,lebrunii,Kiasose,
597,Pericopsis,elata,Obang;Obang;Assamela;Kokrodua;Ole;Bohala;Mohole;Assamela;Oleo Pardo;Afrormosia,CM;CF;CI;GH;CD;FR
598,Petersia,africana,Esia;Essia,GB
599,Petersianthus,macrocarpus,Esia;Essia,GB
600,Phaseolodes,pendulum,Thinwin,
601,Phoebe,porosa,Canela;Imbuia;Embuia;Laurel;Brazilian Walnut;Imbuya;Brazilian Walnut;Imbuia,BR;AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE;GB;US
602,Picralima,klaineana,Obéro,
603,Picralima,nitida,Obéro,
604,Piptadenia,africana,Atui;N’Singa;Dabema;Tom;Toum;Dahoma;Mbeli;Agboin;Ekhimi;Mpewere;Mbele;Guli;Bokungu;Likundu;Dahoma;Ekhimi;Dabéma,CM;CG;CI;GQ;GA;GH;LR;NG;UG;SL;CD;GB
605,Piptadenia,buchananii,Mafumati,
606,Piptadenia,leucocarpa,Ossimiale,
607,Piptadeniastrum,africanum,Atui;N’Singa;Dabema;Tom;Toum;Dahoma;Mbeli;Agboin;Ekhimi;Mpewere;Mbele;Guli;Bokungu;Likundu;Dahoma;Ekhimi;Dabéma,CM;CG;CI;GQ;GA;GH;LR;NG;UG;SL;CD;GB
608,Plagiostyles,africana,Essoula,
609,Planchonella,pachycarpa,Abiu Casca;Abiurana;Abiurana Amarela;Abiurana Goiaba;Goiabao;Goyabao;Goiabao,BR
610,Platonia,insignis,Bacuri;Bacuri-Açu;Bacuriuba;Matazama;Parcouri;Pakuri;Goelhart;Pakoeli;Parcouri,BR;EC;GF;GY;SR
611,Platycyamus,regnellii,Granadillo;Jacaranda do Brejo;Macacauba;Guayacan trebol;Trebol;Coyote;Cristobal;Granadillo;Granadillo;Granadillo;Cumaseba;Roble;Trebol,BZ;BR;CO;CR;SV;HN;MX;PE;VE
612,Platymiscium,duckei,Granadillo;Jacaranda do Brejo;Macacauba;Guayacan trebol;Trebol;Coyote;Cristobal;Granadillo;Granadillo;Granadillo;Cumaseba;Roble;Trebol,BZ;BR;CO;CR;SV;HN;MX;PE;VE
613,Platymiscium,pinnatum,Granadillo;Jacaranda do Brejo;Macacauba;Guayacan trebol;Trebol;Coyote;Cristobal;Granadillo;Granadillo;Granadillo;Cumaseba;Roble;Trebol,BZ;BR;CO;CR;SV;HN;MX;PE;VE
